benchmark;count;world_size;fpga_to_host;host_to_host;host_to_host_send;host_to_fpga
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3.1e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3.1e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3.1e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;2e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
broadcast;128;8;-6383.66;6383.66;;3e-08
